date,start_date,end_date,weather_code,temperature_2m_max,temperature_2m_min,temperature_2m_mean,precipitation_sum,rain_sum,wind_speed_10m_max,wind_gusts_10m_max,wind_direction_10m_dominant,shortwave_radiation_sum,Disaster Type
"DatetimeIndex(['1999-06-29 18:00:00+00:00', '1999-06-30 18:00:00+00:00',
               '1999-07-01 18:00:00+00:00', '1999-07-02 18:00:00+00:00',
               '1999-07-03 18:00:00+00:00', '1999-07-04 18:00:00+00:00',
               '1999-07-05 18:00:00+00:00', '1999-07-06 18:00:00+00:00',
               '1999-07-07 18:00:00+00:00', '1999-07-08 18:00:00+00:00',
               '1999-07-09 18:00:00+00:00', '1999-07-10 18:00:00+00:00',
               '1999-07-11 18:00:00+00:00', '1999-07-12 18:00:00+00:00',
               '1999-07-13 18:00:00+00:00', '1999-07-14 18:00:00+00:00',
               '1999-07-15 18:00:00+00:00', '1999-07-16 18:00:00+00:00',
               '1999-07-17 18:00:00+00:00', '1999-07-18 18:00:00+00:00',
               '1999-07-19 18:00:00+00:00'],
              dtype='datetime64[ns, UTC]', freq='D')",1999-06-30,1999-07-20,58.714287,28.183334,25.49762,26.59722,18.609524,18.609524,26.999771,40.971424,170.5352,13.905714,Flood
"DatetimeIndex(['1999-07-27 18:00:00+00:00', '1999-07-28 18:00:00+00:00',
               '1999-07-29 18:00:00+00:00', '1999-07-30 18:00:00+00:00',
               '1999-07-31 18:00:00+00:00', '1999-08-01 18:00:00+00:00',
               '1999-08-02 18:00:00+00:00', '1999-08-03 18:00:00+00:00',
               '1999-08-04 18:00:00+00:00'],
              dtype='datetime64[ns, UTC]', freq='D')",1999-07-28,1999-08-05,59.0,29.449999,25.761112,27.117592,9.21111,9.21111,27.339622,40.879997,155.97476,17.076668,Flood
"DatetimeIndex(['1999-06-30 18:00:00+00:00', '1999-07-01 18:00:00+00:00',
               '1999-07-02 18:00:00+00:00', '1999-07-03 18:00:00+00:00',
               '1999-07-04 18:00:00+00:00'],
              dtype='datetime64[ns, UTC]', freq='D')",1999-07-01,1999-07-05,56.6,28.8,25.65,27.01125,9.620001,9.620001,22.685606,34.848,173.59131,16.595999,Storm
"DatetimeIndex(['2000-06-23 18:00:00+00:00'], dtype='datetime64[ns, UTC]', freq='D')",2000-06-24,2000-06-24,63.0,27.9,25.7,26.441666,58.7,58.7,26.6327,41.760002,195.10405,7.12,Flood
"DatetimeIndex(['2000-05-26 18:00:00+00:00', '2000-05-27 18:00:00+00:00',
               '2000-05-28 18:00:00+00:00', '2000-05-29 18:00:00+00:00',
               '2000-05-30 18:00:00+00:00', '2000-05-31 18:00:00+00:00',
               '2000-06-01 18:00:00+00:00', '2000-06-02 18:00:00+00:00',
               '2000-06-03 18:00:00+00:00', '2000-06-04 18:00:00+00:00',
               '2000-06-05 18:00:00+00:00', '2000-06-06 18:00:00+00:00',
               '2000-06-07 18:00:00+00:00', '2000-06-08 18:00:00+00:00',
               '2000-06-09 18:00:00+00:00', '2000-06-10 18:00:00+00:00',
               '2000-06-11 18:00:00+00:00', '2000-06-12 18:00:00+00:00',
               '2000-06-13 18:00:00+00:00', '2000-06-14 18:00:00+00:00',
               '2000-06-15 18:00:00+00:00', '2000-06-16 18:00:00+00:00',
               '2000-06-17 18:00:00+00:00', '2000-06-18 18:00:00+00:00'],
              dtype='datetime64[ns, UTC]', freq='D')",2000-05-27,2000-06-19,58.75,29.285416,26.018747,27.37474,19.6625,19.6625,25.755136,38.895,170.10161,15.720833,Storm
"DatetimeIndex(['2000-03-04 18:00:00+00:00'], dtype='datetime64[ns, UTC]', freq='D')",2000-03-05,2000-03-05,2.0,27.4,21.4,23.904165,0.0,0.0,16.641972,26.64,186.98097,20.65,Storm
"DatetimeIndex(['2000-06-24 18:00:00+00:00'], dtype='datetime64[ns, UTC]', freq='D')",2000-06-25,2000-06-25,53.0,29.3,25.8,27.135414,8.9,8.9,28.08923,40.68,171.28166,18.13,Storm
"DatetimeIndex(['2000-08-29 18:00:00+00:00'], dtype='datetime64[ns, UTC]', freq='D')",2000-08-30,2000-08-30,61.0,27.5,25.1,26.189583,24.699999,24.699999,37.064266,54.36,153.05978,8.48,Flood
"DatetimeIndex(['2000-04-20 18:00:00+00:00'], dtype='datetime64[ns, UTC]', freq='D')",2000-04-21,2000-04-21,2.0,32.05,26.75,28.872917,0.0,0.0,21.470612,34.56,201.71454,24.13,Storm
"DatetimeIndex(['2000-04-10 18:00:00+00:00'], dtype='datetime64[ns, UTC]', freq='D')",2000-04-11,2000-04-11,51.0,31.0,26.0,28.135416,0.4,0.4,21.479664,31.68,201.66075,23.9,Storm
"DatetimeIndex(['2000-10-27 18:00:00+00:00'], dtype='datetime64[ns, UTC]', freq='D')",2000-10-28,2000-10-28,61.0,27.65,24.6,25.597918,13.0,13.0,38.681152,63.0,157.69539,8.38,Storm
"DatetimeIndex(['2000-05-22 18:00:00+00:00'], dtype='datetime64[ns, UTC]', freq='D')",2000-05-23,2000-05-23,63.0,25.9,24.8,25.295832,88.8,88.8,35.452232,55.8,158.45316,3.69,Storm
"DatetimeIndex(['2001-10-04 18:00:00+00:00'], dtype='datetime64[ns, UTC]', freq='D')",2001-10-05,2001-10-05,51.0,29.8,25.45,27.545832,0.8000001,0.8000001,11.659777,19.08,159.18413,15.37,Storm
"DatetimeIndex(['2001-06-04 18:00:00+00:00'], dtype='datetime64[ns, UTC]', freq='D')",2001-06-05,2001-06-05,61.0,26.95,25.25,25.864584,24.900002,24.900002,29.869154,41.399998,176.77869,6.84,Flood
"DatetimeIndex(['2001-05-10 18:00:00+00:00'], dtype='datetime64[ns, UTC]', freq='D')",2001-05-11,2001-05-11,65.0,30.55,24.05,26.625,54.4,54.4,32.978832,55.8,150.66508,18.47,Storm
"DatetimeIndex(['2001-03-31 18:00:00+00:00'], dtype='datetime64[ns, UTC]', freq='D')",2001-04-01,2001-04-01,63.0,29.35,23.25,26.254168,7.4,7.4,16.923828,26.28,241.68501,19.43,Storm
"DatetimeIndex(['2001-04-27 18:00:00+00:00'], dtype='datetime64[ns, UTC]', freq='D')",2001-04-28,2001-04-28,51.0,31.8,27.5,29.168747,0.7,0.7,34.51685,51.48,183.41089,21.33,Storm
"DatetimeIndex(['2001-08-30 18:00:00+00:00'], dtype='datetime64[ns, UTC]', freq='D')",2001-08-31,2001-08-31,53.0,29.6,26.35,27.50625,5.9999995,5.9999995,30.05515,45.36,156.74736,17.99,Flood
"DatetimeIndex(['2002-04-21 18:00:00+00:00'], dtype='datetime64[ns, UTC]', freq='D')",2002-04-22,2002-04-22,53.0,30.95,25.6,28.054169,1.1,1.1,18.847641,32.039997,201.48465,19.82,Storm
"DatetimeIndex(['2002-11-13 18:00:00+00:00'], dtype='datetime64[ns, UTC]', freq='D')",2002-11-14,2002-11-14,51.0,25.85,22.2,23.870832,0.4,0.4,17.287498,26.28,337.2152,14.52,Storm
"DatetimeIndex(['2002-03-24 18:00:00+00:00'], dtype='datetime64[ns, UTC]', freq='D')",2002-03-25,2002-03-25,63.0,27.5,23.5,25.710417,11.000001,11.000001,22.027763,36.0,176.65611,18.32,Storm
"DatetimeIndex(['2002-07-13 18:00:00+00:00'], dtype='datetime64[ns, UTC]', freq='D')",2002-07-14,2002-07-14,51.0,29.75,26.5,27.581251,1.7000002,1.7000002,23.143827,36.719997,168.65555,18.23,Storm
"DatetimeIndex(['2004-04-13 18:00:00+00:00', '2004-04-14 18:00:00+00:00'], dtype='datetime64[ns, UTC]', freq='D')",2004-04-14,2004-04-15,51.0,29.45,26.65,27.8875,1.25,1.25,39.27693,61.739998,176.90091,19.48,Storm
"DatetimeIndex(['2003-05-03 18:00:00+00:00'], dtype='datetime64[ns, UTC]', freq='D')",2003-05-04,2003-05-04,53.0,30.55,26.15,28.62708,4.2999997,4.2999997,36.939926,54.36,187.15425,21.91,Storm
"DatetimeIndex(['2003-06-18 18:00:00+00:00', '2003-06-19 18:00:00+00:00',
               '2003-06-20 18:00:00+00:00', '2003-06-21 18:00:00+00:00',
               '2003-06-22 18:00:00+00:00', '2003-06-23 18:00:00+00:00',
               '2003-06-24 18:00:00+00:00', '2003-06-25 18:00:00+00:00',
               '2003-06-26 18:00:00+00:00', '2003-06-27 18:00:00+00:00',
               '2003-06-28 18:00:00+00:00', '2003-06-29 18:00:00+00:00',
               '2003-06-30 18:00:00+00:00', '2003-07-01 18:00:00+00:00',
               '2003-07-02 18:00:00+00:00'],
              dtype='datetime64[ns, UTC]', freq='D')",2003-06-19,2003-07-03,60.466667,27.59,25.52,26.322636,36.393326,36.393326,31.003233,46.319992,173.36824,9.376666,Flood
"DatetimeIndex(['2003-06-10 18:00:00+00:00', '2003-06-11 18:00:00+00:00',
               '2003-06-12 18:00:00+00:00', '2003-06-13 18:00:00+00:00',
               '2003-06-14 18:00:00+00:00', '2003-06-15 18:00:00+00:00',
               '2003-06-16 18:00:00+00:00', '2003-06-17 18:00:00+00:00',
               '2003-06-18 18:00:00+00:00', '2003-06-19 18:00:00+00:00',
               ...
               '2003-09-30 18:00:00+00:00', '2003-10-01 18:00:00+00:00',
               '2003-10-02 18:00:00+00:00', '2003-10-03 18:00:00+00:00',
               '2003-10-04 18:00:00+00:00', '2003-10-05 18:00:00+00:00',
               '2003-10-06 18:00:00+00:00', '2003-10-07 18:00:00+00:00',
               '2003-10-08 18:00:00+00:00', '2003-10-09 18:00:00+00:00'],
              dtype='datetime64[ns, UTC]', length=122, freq='D')",2003-06-11,2003-10-10,57.540985,28.95,25.65123,26.97809,12.245081,12.245081,24.574629,38.018364,163.30011,15.608933,Flood
"DatetimeIndex(['2003-12-19 18:00:00+00:00'], dtype='datetime64[ns, UTC]', freq='D')",2003-12-20,2003-12-20,61.0,24.05,20.0,21.739584,9.5,9.5,16.645864,30.239998,165.8115,10.27,Storm
"DatetimeIndex(['2003-05-09 18:00:00+00:00', '2003-05-10 18:00:00+00:00',
               '2003-05-11 18:00:00+00:00', '2003-05-12 18:00:00+00:00',
               '2003-05-13 18:00:00+00:00', '2003-05-14 18:00:00+00:00',
               '2003-05-15 18:00:00+00:00', '2003-05-16 18:00:00+00:00',
               '2003-05-17 18:00:00+00:00', '2003-05-18 18:00:00+00:00',
               '2003-05-19 18:00:00+00:00', '2003-05-20 18:00:00+00:00',
               '2003-05-21 18:00:00+00:00', '2003-05-22 18:00:00+00:00',
               '2003-05-23 18:00:00+00:00', '2003-05-24 18:00:00+00:00',
               '2003-05-25 18:00:00+00:00', '2003-05-26 18:00:00+00:00',
               '2003-05-27 18:00:00+00:00', '2003-05-28 18:00:00+00:00',
               '2003-05-29 18:00:00+00:00', '2003-05-30 18:00:00+00:00',
               '2003-05-31 18:00:00+00:00', '2003-06-01 18:00:00+00:00',
               '2003-06-02 18:00:00+00:00', '2003-06-03 18:00:00+00:00',
               '2003-06-04 18:00:00+00:00', '2003-06-05 18:00:00+00:00',
               '2003-06-06 18:00:00+00:00', '2003-06-07 18:00:00+00:00',
               '2003-06-08 18:00:00+00:00', '2003-06-09 18:00:00+00:00',
               '2003-06-10 18:00:00+00:00', '2003-06-11 18:00:00+00:00'],
              dtype='datetime64[ns, UTC]', freq='D')",2003-05-10,2003-06-12,42.97059,29.652939,25.90294,27.653309,11.888235,11.888235,24.407614,37.408234,179.62332,16.97059,Extreme temperature 
"DatetimeIndex(['2003-04-15 18:00:00+00:00'], dtype='datetime64[ns, UTC]', freq='D')",2003-04-16,2003-04-16,53.0,31.45,25.6,28.387497,1.0,1.0,17.0763,27.359999,207.90538,22.07,Storm
"DatetimeIndex(['2004-06-19 18:00:00+00:00', '2004-06-20 18:00:00+00:00',
               '2004-06-21 18:00:00+00:00', '2004-06-22 18:00:00+00:00',
               '2004-06-23 18:00:00+00:00', '2004-06-24 18:00:00+00:00',
               '2004-06-25 18:00:00+00:00', '2004-06-26 18:00:00+00:00',
               '2004-06-27 18:00:00+00:00', '2004-06-28 18:00:00+00:00',
               '2004-06-29 18:00:00+00:00', '2004-06-30 18:00:00+00:00',
               '2004-07-01 18:00:00+00:00', '2004-07-02 18:00:00+00:00',
               '2004-07-03 18:00:00+00:00', '2004-07-04 18:00:00+00:00',
               '2004-07-05 18:00:00+00:00', '2004-07-06 18:00:00+00:00',
               '2004-07-07 18:00:00+00:00', '2004-07-08 18:00:00+00:00',
               '2004-07-09 18:00:00+00:00', '2004-07-10 18:00:00+00:00',
               '2004-07-11 18:00:00+00:00', '2004-07-12 18:00:00+00:00',
               '2004-07-13 18:00:00+00:00', '2004-07-14 18:00:00+00:00',
               '2004-07-15 18:00:00+00:00', '2004-07-16 18:00:00+00:00',
               '2004-07-17 18:00:00+00:00', '2004-07-18 18:00:00+00:00',
               '2004-07-19 18:00:00+00:00', '2004-07-20 18:00:00+00:00',
               '2004-07-21 18:00:00+00:00', '2004-07-22 18:00:00+00:00',
               '2004-07-23 18:00:00+00:00', '2004-07-24 18:00:00+00:00',
               '2004-07-25 18:00:00+00:00', '2004-07-26 18:00:00+00:00',
               '2004-07-27 18:00:00+00:00', '2004-07-28 18:00:00+00:00',
               '2004-07-29 18:00:00+00:00', '2004-07-30 18:00:00+00:00',
               '2004-07-31 18:00:00+00:00', '2004-08-01 18:00:00+00:00',
               '2004-08-02 18:00:00+00:00'],
              dtype='datetime64[ns, UTC]', freq='D')",2004-06-20,2004-08-03,59.08889,28.42,25.442223,26.647917,23.71111,23.71111,27.106606,41.264004,165.34369,13.448888,Flood
"DatetimeIndex(['2004-09-10 18:00:00+00:00', '2004-09-11 18:00:00+00:00',
               '2004-09-12 18:00:00+00:00', '2004-09-13 18:00:00+00:00',
               '2004-09-14 18:00:00+00:00', '2004-09-15 18:00:00+00:00',
               '2004-09-16 18:00:00+00:00', '2004-09-17 18:00:00+00:00'],
              dtype='datetime64[ns, UTC]', freq='D')",2004-09-11,2004-09-18,61.5,26.974998,24.75,25.56094,33.5375,33.5375,36.667603,54.899998,147.73428,8.0,Flood
"DatetimeIndex(['2004-10-06 18:00:00+00:00', '2004-10-07 18:00:00+00:00',
               '2004-10-08 18:00:00+00:00', '2004-10-09 18:00:00+00:00',
               '2004-10-10 18:00:00+00:00', '2004-10-11 18:00:00+00:00',
               '2004-10-12 18:00:00+00:00', '2004-10-13 18:00:00+00:00',
               '2004-10-14 18:00:00+00:00', '2004-10-15 18:00:00+00:00',
               '2004-10-16 18:00:00+00:00', '2004-10-17 18:00:00+00:00'],
              dtype='datetime64[ns, UTC]', freq='D')",2004-10-07,2004-10-18,39.166668,28.208334,24.245836,25.997915,13.291668,13.291668,18.450457,30.15,205.47942,14.0,Flood
"DatetimeIndex(['2004-06-11 18:00:00+00:00', '2004-06-12 18:00:00+00:00'], dtype='datetime64[ns, UTC]', freq='D')",2004-06-12,2004-06-13,62.0,31.125,26.650002,28.131252,9.299999,9.299999,30.371881,48.42,138.63715,17.515,Storm
"DatetimeIndex(['2004-05-12 18:00:00+00:00'], dtype='datetime64[ns, UTC]', freq='D')",2004-05-13,2004-05-13,53.0,31.75,27.75,29.329168,2.2,2.2,30.009838,46.8,180.16136,21.66,Storm
"DatetimeIndex(['2004-01-03 18:00:00+00:00', '2004-01-04 18:00:00+00:00',
               '2004-01-05 18:00:00+00:00', '2004-01-06 18:00:00+00:00',
               '2004-01-07 18:00:00+00:00', '2004-01-08 18:00:00+00:00',
               '2004-01-09 18:00:00+00:00', '2004-01-10 18:00:00+00:00',
               '2004-01-11 18:00:00+00:00', '2004-01-12 18:00:00+00:00',
               '2004-01-13 18:00:00+00:00', '2004-01-14 18:00:00+00:00',
               '2004-01-15 18:00:00+00:00', '2004-01-16 18:00:00+00:00',
               '2004-01-17 18:00:00+00:00', '2004-01-18 18:00:00+00:00',
               '2004-01-19 18:00:00+00:00', '2004-01-20 18:00:00+00:00',
               '2004-01-21 18:00:00+00:00', '2004-01-22 18:00:00+00:00',
               '2004-01-23 18:00:00+00:00', '2004-01-24 18:00:00+00:00',
               '2004-01-25 18:00:00+00:00', '2004-01-26 18:00:00+00:00',
               '2004-01-27 18:00:00+00:00', '2004-01-28 18:00:00+00:00',
               '2004-01-29 18:00:00+00:00', '2004-01-30 18:00:00+00:00',
               '2004-01-31 18:00:00+00:00', '2004-02-01 18:00:00+00:00',
               '2004-02-02 18:00:00+00:00', '2004-02-03 18:00:00+00:00',
               '2004-02-04 18:00:00+00:00', '2004-02-05 18:00:00+00:00',
               '2004-02-06 18:00:00+00:00', '2004-02-07 18:00:00+00:00'],
              dtype='datetime64[ns, UTC]', freq='D')",2004-01-04,2004-02-08,0.8611111,23.986113,16.229166,19.921816,0.0,0.0,15.445138,23.599998,320.8035,17.407497,Epidemic
"DatetimeIndex(['2004-02-03 18:00:00+00:00', '2004-02-04 18:00:00+00:00',
               '2004-02-05 18:00:00+00:00', '2004-02-06 18:00:00+00:00',
               '2004-02-07 18:00:00+00:00', '2004-02-08 18:00:00+00:00',
               '2004-02-09 18:00:00+00:00', '2004-02-10 18:00:00+00:00',
               '2004-02-11 18:00:00+00:00', '2004-02-12 18:00:00+00:00',
               '2004-02-13 18:00:00+00:00', '2004-02-14 18:00:00+00:00',
               '2004-02-15 18:00:00+00:00', '2004-02-16 18:00:00+00:00',
               '2004-02-17 18:00:00+00:00', '2004-02-18 18:00:00+00:00',
               '2004-02-19 18:00:00+00:00', '2004-02-20 18:00:00+00:00',
               '2004-02-21 18:00:00+00:00', '2004-02-22 18:00:00+00:00',
               '2004-02-23 18:00:00+00:00', '2004-02-24 18:00:00+00:00',
               '2004-02-25 18:00:00+00:00', '2004-02-26 18:00:00+00:00',
               '2004-02-27 18:00:00+00:00', '2004-02-28 18:00:00+00:00',
               '2004-02-29 18:00:00+00:00', '2004-03-01 18:00:00+00:00',
               '2004-03-02 18:00:00+00:00', '2004-03-03 18:00:00+00:00',
               '2004-03-04 18:00:00+00:00', '2004-03-05 18:00:00+00:00',
               '2004-03-06 18:00:00+00:00', '2004-03-07 18:00:00+00:00',
               '2004-03-08 18:00:00+00:00', '2004-03-09 18:00:00+00:00',
               '2004-03-10 18:00:00+00:00', '2004-03-11 18:00:00+00:00',
               '2004-03-12 18:00:00+00:00', '2004-03-13 18:00:00+00:00',
               '2004-03-14 18:00:00+00:00', '2004-03-15 18:00:00+00:00',
               '2004-03-16 18:00:00+00:00', '2004-03-17 18:00:00+00:00',
               '2004-03-18 18:00:00+00:00', '2004-03-19 18:00:00+00:00',
               '2004-03-20 18:00:00+00:00', '2004-03-21 18:00:00+00:00',
               '2004-03-22 18:00:00+00:00', '2004-03-23 18:00:00+00:00',
               '2004-03-24 18:00:00+00:00', '2004-03-25 18:00:00+00:00',
               '2004-03-26 18:00:00+00:00', '2004-03-27 18:00:00+00:00',
               '2004-03-28 18:00:00+00:00', '2004-03-29 18:00:00+00:00',
               '2004-03-30 18:00:00+00:00', '2004-03-31 18:00:00+00:00',
               '2004-04-01 18:00:00+00:00', '2004-04-02 18:00:00+00:00',
               '2004-04-03 18:00:00+00:00', '2004-04-04 18:00:00+00:00',
               '2004-04-05 18:00:00+00:00', '2004-04-06 18:00:00+00:00',
               '2004-04-07 18:00:00+00:00', '2004-04-08 18:00:00+00:00',
               '2004-04-09 18:00:00+00:00', '2004-04-10 18:00:00+00:00',
               '2004-04-11 18:00:00+00:00', '2004-04-12 18:00:00+00:00',
               '2004-04-13 18:00:00+00:00', '2004-04-14 18:00:00+00:00',
               '2004-04-15 18:00:00+00:00', '2004-04-16 18:00:00+00:00',
               '2004-04-17 18:00:00+00:00', '2004-04-18 18:00:00+00:00',
               '2004-04-19 18:00:00+00:00'],
              dtype='datetime64[ns, UTC]', freq='D')",2004-02-04,2004-04-20,19.376623,28.083117,21.13117,24.524483,3.3428571,3.3428571,20.882732,32.301815,224.52684,19.733507,Epidemic
"DatetimeIndex(['2004-07-16 18:00:00+00:00'], dtype='datetime64[ns, UTC]', freq='D')",2004-07-17,2004-07-17,61.0,27.0,25.25,25.939585,25.199997,25.199997,30.385365,48.239998,181.93864,11.07,Storm
"DatetimeIndex(['2005-03-19 18:00:00+00:00', '2005-03-20 18:00:00+00:00',
               '2005-03-21 18:00:00+00:00', '2005-03-22 18:00:00+00:00'],
              dtype='datetime64[ns, UTC]', freq='D')",2005-03-20,2005-03-23,13.75,29.6875,24.562502,26.732811,0.075,0.075,27.18353,41.399998,183.52713,21.31,Storm
"DatetimeIndex(['2005-03-30 18:00:00+00:00'], dtype='datetime64[ns, UTC]', freq='D')",2005-03-31,2005-03-31,2.0,29.0,22.95,25.914583,0.0,0.0,12.24,21.96,252.12724,21.61,Storm
"DatetimeIndex(['2005-05-24 18:00:00+00:00', '2005-05-25 18:00:00+00:00',
               '2005-05-26 18:00:00+00:00', '2005-05-27 18:00:00+00:00'],
              dtype='datetime64[ns, UTC]', freq='D')",2005-05-25,2005-05-28,54.0,31.0625,27.162498,29.062498,3.7749999,3.7749999,20.826216,31.949999,190.29153,20.015,Flood
"DatetimeIndex(['2005-10-02 18:00:00+00:00', '2005-10-03 18:00:00+00:00',
               '2005-10-04 18:00:00+00:00', '2005-10-05 18:00:00+00:00',
               '2005-10-06 18:00:00+00:00', '2005-10-07 18:00:00+00:00',
               '2005-10-08 18:00:00+00:00', '2005-10-09 18:00:00+00:00',
               '2005-10-10 18:00:00+00:00', '2005-10-11 18:00:00+00:00',
               '2005-10-12 18:00:00+00:00', '2005-10-13 18:00:00+00:00',
               '2005-10-14 18:00:00+00:00', '2005-10-15 18:00:00+00:00',
               '2005-10-16 18:00:00+00:00', '2005-10-17 18:00:00+00:00',
               '2005-10-18 18:00:00+00:00', '2005-10-19 18:00:00+00:00'],
              dtype='datetime64[ns, UTC]', freq='D')",2005-10-03,2005-10-20,46.88889,30.10278,25.430555,27.52558,1.9166666,1.9166666,12.530445,21.199999,198.48239,18.005558,Flood
"DatetimeIndex(['2005-07-06 18:00:00+00:00', '2005-07-07 18:00:00+00:00',
               '2005-07-08 18:00:00+00:00', '2005-07-09 18:00:00+00:00',
               '2005-07-10 18:00:00+00:00', '2005-07-11 18:00:00+00:00',
               '2005-07-12 18:00:00+00:00', '2005-07-13 18:00:00+00:00',
               '2005-07-14 18:00:00+00:00', '2005-07-15 18:00:00+00:00',
               '2005-07-16 18:00:00+00:00', '2005-07-17 18:00:00+00:00',
               '2005-07-18 18:00:00+00:00', '2005-07-19 18:00:00+00:00',
               '2005-07-20 18:00:00+00:00', '2005-07-21 18:00:00+00:00',
               '2005-07-22 18:00:00+00:00', '2005-07-23 18:00:00+00:00',
               '2005-07-24 18:00:00+00:00', '2005-07-25 18:00:00+00:00',
               '2005-07-26 18:00:00+00:00'],
              dtype='datetime64[ns, UTC]', freq='D')",2005-07-07,2005-07-27,56.904762,29.333334,25.835716,27.217363,8.009523,8.009523,25.050404,38.21143,166.59647,17.085238,Flood
"DatetimeIndex(['2005-05-20 18:00:00+00:00', '2005-05-21 18:00:00+00:00'], dtype='datetime64[ns, UTC]', freq='D')",2005-05-21,2005-05-22,57.0,30.349998,26.15,28.084375,8.45,8.45,24.665783,36.9,190.73965,19.26,Storm
"DatetimeIndex(['2005-05-13 18:00:00+00:00'], dtype='datetime64[ns, UTC]', freq='D')",2005-05-14,2005-05-14,51.0,31.3,27.1,29.002083,0.2,0.2,22.881958,34.2,180.81262,24.34,Storm
"DatetimeIndex(['2005-05-05 18:00:00+00:00'], dtype='datetime64[ns, UTC]', freq='D')",2005-05-06,2005-05-06,63.0,28.35,24.0,26.025002,12.000003,12.000003,16.039202,29.88,185.74693,16.08,Storm
"DatetimeIndex(['2005-06-29 18:00:00+00:00'], dtype='datetime64[ns, UTC]', freq='D')",2005-06-30,2005-06-30,63.0,27.55,25.5,26.245832,59.899998,59.899998,30.945345,40.68,175.89954,7.96,Storm
"DatetimeIndex(['2005-09-19 18:00:00+00:00'], dtype='datetime64[ns, UTC]', freq='D')",2005-09-20,2005-09-20,63.0,26.6,25.45,26.07292,28.699999,28.699999,24.014996,37.44,174.50188,4.91,Storm
"DatetimeIndex(['2006-04-21 18:00:00+00:00', '2006-04-22 18:00:00+00:00',
               '2006-04-23 18:00:00+00:00'],
              dtype='datetime64[ns, UTC]', freq='D')",2006-04-22,2006-04-24,0.33333334,31.816666,24.883331,28.302778,0.0,0.0,17.906576,28.199999,238.98633,25.53,Storm
"DatetimeIndex(['2006-09-17 18:00:00+00:00', '2006-09-18 18:00:00+00:00',
               '2006-09-19 18:00:00+00:00', '2006-09-20 18:00:00+00:00',
               '2006-09-21 18:00:00+00:00', '2006-09-22 18:00:00+00:00',
               '2006-09-23 18:00:00+00:00', '2006-09-24 18:00:00+00:00',
               '2006-09-25 18:00:00+00:00', '2006-09-26 18:00:00+00:00',
               '2006-09-27 18:00:00+00:00', '2006-09-28 18:00:00+00:00',
               '2006-09-29 18:00:00+00:00', '2006-09-30 18:00:00+00:00',
               '2006-10-01 18:00:00+00:00', '2006-10-02 18:00:00+00:00',
               '2006-10-03 18:00:00+00:00', '2006-10-04 18:00:00+00:00'],
              dtype='datetime64[ns, UTC]', freq='D')",2006-09-18,2006-10-05,54.833332,29.194445,25.383335,27.048613,17.211111,17.211111,20.346487,31.100002,189.7215,14.232778,Storm
"DatetimeIndex(['2006-04-07 18:00:00+00:00'], dtype='datetime64[ns, UTC]', freq='D')",2006-04-08,2006-04-08,2.0,31.15,25.5,28.056246,0.0,0.0,24.912935,38.16,192.89227,23.03,Storm
"DatetimeIndex(['2006-03-03 18:00:00+00:00'], dtype='datetime64[ns, UTC]', freq='D')",2006-03-04,2006-03-04,1.0,31.1,22.55,26.456251,0.0,0.0,17.533146,26.28,287.20663,21.31,Storm
