date,start_date,end_date,weather_code,temperature_2m_max,temperature_2m_min,temperature_2m_mean,precipitation_sum,rain_sum,wind_speed_10m_max,wind_gusts_10m_max,wind_direction_10m_dominant,shortwave_radiation_sum,Disaster Type
"DatetimeIndex(['2006-05-30 18:00:00+00:00', '2006-05-31 18:00:00+00:00',
               '2006-06-01 18:00:00+00:00', '2006-06-02 18:00:00+00:00',
               '2006-06-03 18:00:00+00:00', '2006-06-04 18:00:00+00:00',
               '2006-06-05 18:00:00+00:00', '2006-06-06 18:00:00+00:00',
               '2006-06-07 18:00:00+00:00', '2006-06-08 18:00:00+00:00',
               '2006-06-09 18:00:00+00:00', '2006-06-10 18:00:00+00:00',
               '2006-06-11 18:00:00+00:00', '2006-06-12 18:00:00+00:00',
               '2006-06-13 18:00:00+00:00', '2006-06-14 18:00:00+00:00',
               '2006-06-15 18:00:00+00:00', '2006-06-16 18:00:00+00:00',
               '2006-06-17 18:00:00+00:00', '2006-06-18 18:00:00+00:00',
               '2006-06-19 18:00:00+00:00', '2006-06-20 18:00:00+00:00',
               '2006-06-21 18:00:00+00:00', '2006-06-22 18:00:00+00:00',
               '2006-06-23 18:00:00+00:00', '2006-06-24 18:00:00+00:00',
               '2006-06-25 18:00:00+00:00', '2006-06-26 18:00:00+00:00',
               '2006-06-27 18:00:00+00:00', '2006-06-28 18:00:00+00:00',
               '2006-06-29 18:00:00+00:00', '2006-06-30 18:00:00+00:00',
               '2006-07-01 18:00:00+00:00', '2006-07-02 18:00:00+00:00',
               '2006-07-03 18:00:00+00:00', '2006-07-04 18:00:00+00:00',
               '2006-07-05 18:00:00+00:00', '2006-07-06 18:00:00+00:00',
               '2006-07-07 18:00:00+00:00', '2006-07-08 18:00:00+00:00',
               '2006-07-09 18:00:00+00:00', '2006-07-10 18:00:00+00:00',
               '2006-07-11 18:00:00+00:00', '2006-07-12 18:00:00+00:00',
               '2006-07-13 18:00:00+00:00', '2006-07-14 18:00:00+00:00',
               '2006-07-15 18:00:00+00:00', '2006-07-16 18:00:00+00:00',
               '2006-07-17 18:00:00+00:00', '2006-07-18 18:00:00+00:00',
               '2006-07-19 18:00:00+00:00', '2006-07-20 18:00:00+00:00',
               '2006-07-21 18:00:00+00:00', '2006-07-22 18:00:00+00:00',
               '2006-07-23 18:00:00+00:00'],
              dtype='datetime64[ns, UTC]', freq='D')",2006-05-31,2006-07-24,59.254547,29.063637,26.004543,27.224056,16.06909,16.06909,25.869692,39.77018,165.75786,14.882908,Flood
"DatetimeIndex(['2006-08-23 18:00:00+00:00', '2006-08-24 18:00:00+00:00',
               '2006-08-25 18:00:00+00:00', '2006-08-26 18:00:00+00:00',
               '2006-08-27 18:00:00+00:00', '2006-08-28 18:00:00+00:00',
               '2006-08-29 18:00:00+00:00', '2006-08-30 18:00:00+00:00',
               '2006-08-31 18:00:00+00:00', '2006-09-01 18:00:00+00:00',
               '2006-09-02 18:00:00+00:00', '2006-09-03 18:00:00+00:00',
               '2006-09-04 18:00:00+00:00', '2006-09-05 18:00:00+00:00',
               '2006-09-06 18:00:00+00:00', '2006-09-07 18:00:00+00:00',
               '2006-09-08 18:00:00+00:00', '2006-09-09 18:00:00+00:00',
               '2006-09-10 18:00:00+00:00', '2006-09-11 18:00:00+00:00',
               '2006-09-12 18:00:00+00:00', '2006-09-13 18:00:00+00:00',
               '2006-09-14 18:00:00+00:00', '2006-09-15 18:00:00+00:00',
               '2006-09-16 18:00:00+00:00', '2006-09-17 18:00:00+00:00',
               '2006-09-18 18:00:00+00:00', '2006-09-19 18:00:00+00:00'],
              dtype='datetime64[ns, UTC]', freq='D')",2006-08-24,2006-09-20,53.57143,29.278568,25.5875,27.163097,11.550001,11.550001,20.796164,32.554287,173.55185,16.538929,Flood
"DatetimeIndex(['2006-04-04 18:00:00+00:00', '2006-04-05 18:00:00+00:00'], dtype='datetime64[ns, UTC]', freq='D')",2006-04-05,2006-04-06,51.0,30.125,25.7,27.873959,0.55,0.55,28.047974,42.48,190.88147,20.439999,Storm
"DatetimeIndex(['2007-06-10 18:00:00+00:00', '2007-06-11 18:00:00+00:00'], dtype='datetime64[ns, UTC]', freq='D')",2007-06-11,2007-06-12,63.0,27.2,25.825,26.38229,45.000004,45.000004,30.15907,46.8,178.68315,4.875,Flood
"DatetimeIndex(['2007-07-20 18:00:00+00:00', '2007-07-21 18:00:00+00:00',
               '2007-07-22 18:00:00+00:00', '2007-07-23 18:00:00+00:00',
               '2007-07-24 18:00:00+00:00', '2007-07-25 18:00:00+00:00',
               '2007-07-26 18:00:00+00:00', '2007-07-27 18:00:00+00:00',
               '2007-07-28 18:00:00+00:00', '2007-07-29 18:00:00+00:00',
               '2007-07-30 18:00:00+00:00', '2007-07-31 18:00:00+00:00',
               '2007-08-01 18:00:00+00:00', '2007-08-02 18:00:00+00:00'],
              dtype='datetime64[ns, UTC]', freq='D')",2007-07-21,2007-08-03,58.142857,27.882143,25.160717,26.321579,23.207144,23.207144,23.492765,35.562855,172.59811,11.723572,Flood
"DatetimeIndex(['2007-11-14 18:00:00+00:00', '2007-11-15 18:00:00+00:00',
               '2007-11-16 18:00:00+00:00', '2007-11-17 18:00:00+00:00',
               '2007-11-18 18:00:00+00:00'],
              dtype='datetime64[ns, UTC]', freq='D')",2007-11-15,2007-11-19,25.6,26.320002,21.53,23.741247,5.7,5.7,27.680012,40.896004,262.61395,13.286,Storm
"DatetimeIndex(['2007-05-14 18:00:00+00:00'], dtype='datetime64[ns, UTC]', freq='D')",2007-05-15,2007-05-15,65.0,27.45,24.05,25.829163,45.199997,45.199997,41.0968,61.56,294.61197,12.51,Storm
"DatetimeIndex(['2007-07-28 18:00:00+00:00', '2007-07-29 18:00:00+00:00',
               '2007-07-30 18:00:00+00:00', '2007-07-31 18:00:00+00:00',
               '2007-08-01 18:00:00+00:00', '2007-08-02 18:00:00+00:00',
               '2007-08-03 18:00:00+00:00', '2007-08-04 18:00:00+00:00',
               '2007-08-05 18:00:00+00:00', '2007-08-06 18:00:00+00:00',
               '2007-08-07 18:00:00+00:00', '2007-08-08 18:00:00+00:00',
               '2007-08-09 18:00:00+00:00', '2007-08-10 18:00:00+00:00',
               '2007-08-11 18:00:00+00:00', '2007-08-12 18:00:00+00:00',
               '2007-08-13 18:00:00+00:00', '2007-08-14 18:00:00+00:00',
               '2007-08-15 18:00:00+00:00', '2007-08-16 18:00:00+00:00',
               '2007-08-17 18:00:00+00:00', '2007-08-18 18:00:00+00:00',
               '2007-08-19 18:00:00+00:00', '2007-08-20 18:00:00+00:00',
               '2007-08-21 18:00:00+00:00', '2007-08-22 18:00:00+00:00',
               '2007-08-23 18:00:00+00:00', '2007-08-24 18:00:00+00:00',
               '2007-08-25 18:00:00+00:00', '2007-08-26 18:00:00+00:00',
               '2007-08-27 18:00:00+00:00', '2007-08-28 18:00:00+00:00',
               '2007-08-29 18:00:00+00:00', '2007-08-30 18:00:00+00:00',
               '2007-08-31 18:00:00+00:00', '2007-09-01 18:00:00+00:00',
               '2007-09-02 18:00:00+00:00', '2007-09-03 18:00:00+00:00',
               '2007-09-04 18:00:00+00:00', '2007-09-05 18:00:00+00:00',
               '2007-09-06 18:00:00+00:00', '2007-09-07 18:00:00+00:00',
               '2007-09-08 18:00:00+00:00', '2007-09-09 18:00:00+00:00',
               '2007-09-10 18:00:00+00:00', '2007-09-11 18:00:00+00:00',
               '2007-09-12 18:00:00+00:00', '2007-09-13 18:00:00+00:00',
               '2007-09-14 18:00:00+00:00', '2007-09-15 18:00:00+00:00',
               '2007-09-16 18:00:00+00:00', '2007-09-17 18:00:00+00:00',
               '2007-09-18 18:00:00+00:00', '2007-09-19 18:00:00+00:00',
               '2007-09-20 18:00:00+00:00', '2007-09-21 18:00:00+00:00',
               '2007-09-22 18:00:00+00:00', '2007-09-23 18:00:00+00:00',
               '2007-09-24 18:00:00+00:00', '2007-09-25 18:00:00+00:00',
               '2007-09-26 18:00:00+00:00', '2007-09-27 18:00:00+00:00',
               '2007-09-28 18:00:00+00:00', '2007-09-29 18:00:00+00:00',
               '2007-09-30 18:00:00+00:00', '2007-10-01 18:00:00+00:00',
               '2007-10-02 18:00:00+00:00', '2007-10-03 18:00:00+00:00',
               '2007-10-04 18:00:00+00:00', '2007-10-05 18:00:00+00:00',
               '2007-10-06 18:00:00+00:00', '2007-10-07 18:00:00+00:00',
               '2007-10-08 18:00:00+00:00'],
              dtype='datetime64[ns, UTC]', freq='D')",2007-07-29,2007-10-09,58.780823,28.906162,25.60137,26.974031,16.226028,16.226028,21.969229,33.44055,172.48753,13.9609585,Epidemic
"DatetimeIndex(['2007-07-29 18:00:00+00:00', '2007-07-30 18:00:00+00:00',
               '2007-07-31 18:00:00+00:00', '2007-08-01 18:00:00+00:00',
               '2007-08-02 18:00:00+00:00', '2007-08-03 18:00:00+00:00',
               '2007-08-04 18:00:00+00:00', '2007-08-05 18:00:00+00:00',
               '2007-08-06 18:00:00+00:00', '2007-08-07 18:00:00+00:00',
               '2007-08-08 18:00:00+00:00', '2007-08-09 18:00:00+00:00',
               '2007-08-10 18:00:00+00:00', '2007-08-11 18:00:00+00:00',
               '2007-08-12 18:00:00+00:00', '2007-08-13 18:00:00+00:00',
               '2007-08-14 18:00:00+00:00', '2007-08-15 18:00:00+00:00',
               '2007-08-16 18:00:00+00:00', '2007-08-17 18:00:00+00:00',
               '2007-08-18 18:00:00+00:00', '2007-08-19 18:00:00+00:00',
               '2007-08-20 18:00:00+00:00', '2007-08-21 18:00:00+00:00',
               '2007-08-22 18:00:00+00:00', '2007-08-23 18:00:00+00:00',
               '2007-08-24 18:00:00+00:00', '2007-08-25 18:00:00+00:00',
               '2007-08-26 18:00:00+00:00', '2007-08-27 18:00:00+00:00',
               '2007-08-28 18:00:00+00:00', '2007-08-29 18:00:00+00:00',
               '2007-08-30 18:00:00+00:00', '2007-08-31 18:00:00+00:00',
               '2007-09-01 18:00:00+00:00', '2007-09-02 18:00:00+00:00',
               '2007-09-03 18:00:00+00:00', '2007-09-04 18:00:00+00:00',
               '2007-09-05 18:00:00+00:00', '2007-09-06 18:00:00+00:00',
               '2007-09-07 18:00:00+00:00', '2007-09-08 18:00:00+00:00',
               '2007-09-09 18:00:00+00:00', '2007-09-10 18:00:00+00:00',
               '2007-09-11 18:00:00+00:00', '2007-09-12 18:00:00+00:00',
               '2007-09-13 18:00:00+00:00', '2007-09-14 18:00:00+00:00',
               '2007-09-15 18:00:00+00:00', '2007-09-16 18:00:00+00:00',
               '2007-09-17 18:00:00+00:00', '2007-09-18 18:00:00+00:00',
               '2007-09-19 18:00:00+00:00', '2007-09-20 18:00:00+00:00',
               '2007-09-21 18:00:00+00:00', '2007-09-22 18:00:00+00:00',
               '2007-09-23 18:00:00+00:00', '2007-09-24 18:00:00+00:00',
               '2007-09-25 18:00:00+00:00', '2007-09-26 18:00:00+00:00',
               '2007-09-27 18:00:00+00:00', '2007-09-28 18:00:00+00:00',
               '2007-09-29 18:00:00+00:00', '2007-09-30 18:00:00+00:00',
               '2007-10-01 18:00:00+00:00', '2007-10-02 18:00:00+00:00',
               '2007-10-03 18:00:00+00:00', '2007-10-04 18:00:00+00:00',
               '2007-10-05 18:00:00+00:00', '2007-10-06 18:00:00+00:00',
               '2007-10-07 18:00:00+00:00', '2007-10-08 18:00:00+00:00'],
              dtype='datetime64[ns, UTC]', freq='D')",2007-07-30,2007-10-09,58.833332,28.911804,25.608334,26.975666,16.345833,16.345833,22.013494,33.474995,172.5351,13.979862,Epidemic
"DatetimeIndex(['2008-06-25 18:00:00+00:00', '2008-06-26 18:00:00+00:00',
               '2008-06-27 18:00:00+00:00', '2008-06-28 18:00:00+00:00',
               '2008-06-29 18:00:00+00:00', '2008-06-30 18:00:00+00:00',
               '2008-07-01 18:00:00+00:00', '2008-07-02 18:00:00+00:00',
               '2008-07-03 18:00:00+00:00', '2008-07-04 18:00:00+00:00',
               '2008-07-05 18:00:00+00:00', '2008-07-06 18:00:00+00:00',
               '2008-07-07 18:00:00+00:00', '2008-07-08 18:00:00+00:00',
               '2008-07-09 18:00:00+00:00', '2008-07-10 18:00:00+00:00',
               '2008-07-11 18:00:00+00:00', '2008-07-12 18:00:00+00:00'],
              dtype='datetime64[ns, UTC]', freq='D')",2008-06-26,2008-07-13,61.555557,27.244444,25.194445,26.024767,35.79445,35.79445,28.724222,42.620003,170.31683,8.835555,Flood
"DatetimeIndex(['2008-10-26 18:00:00+00:00'], dtype='datetime64[ns, UTC]', freq='D')",2008-10-27,2008-10-27,63.0,26.5,23.25,25.374998,12.800001,12.800001,60.20724,88.2,171.10359,10.77,Storm
"DatetimeIndex(['2008-08-29 18:00:00+00:00', '2008-08-30 18:00:00+00:00',
               '2008-08-31 18:00:00+00:00', '2008-09-01 18:00:00+00:00',
               '2008-09-02 18:00:00+00:00', '2008-09-03 18:00:00+00:00',
               '2008-09-04 18:00:00+00:00', '2008-09-05 18:00:00+00:00',
               '2008-09-06 18:00:00+00:00', '2008-09-07 18:00:00+00:00'],
              dtype='datetime64[ns, UTC]', freq='D')",2008-08-30,2008-09-08,50.7,28.529999,25.414999,26.766668,9.379999,9.379999,18.379189,29.735998,177.16415,15.465001,Flood
"DatetimeIndex(['2008-08-15 18:00:00+00:00'], dtype='datetime64[ns, UTC]', freq='D')",2008-08-16,2008-08-16,63.0,27.35,25.3,26.16667,29.799995,29.799995,29.195534,41.399998,174.07646,12.11,Landslide
"DatetimeIndex(['2008-03-21 18:00:00+00:00'], dtype='datetime64[ns, UTC]', freq='D')",2008-03-22,2008-03-22,53.0,29.2,24.15,26.31875,2.7,2.7,18.39878,26.28,203.34766,21.37,Storm
"DatetimeIndex(['2009-05-24 18:00:00+00:00', '2009-05-25 18:00:00+00:00'], dtype='datetime64[ns, UTC]', freq='D')",2009-05-25,2009-05-26,61.0,29.099998,25.625,27.15521,20.599998,20.599998,49.956825,75.6,150.41687,10.82,Storm
"DatetimeIndex(['2009-04-18 18:00:00+00:00', '2009-04-19 18:00:00+00:00'], dtype='datetime64[ns, UTC]', freq='D')",2009-04-19,2009-04-20,53.0,29.599998,26.849998,28.07604,6.4000006,6.4000006,31.718008,46.8,190.94626,18.945,Storm
"DatetimeIndex(['2009-07-02 18:00:00+00:00', '2009-07-03 18:00:00+00:00',
               '2009-07-04 18:00:00+00:00', '2009-07-05 18:00:00+00:00'],
              dtype='datetime64[ns, UTC]', freq='D')",2009-07-03,2009-07-06,59.5,28.5125,25.6875,26.757812,12.099999,12.099999,29.34077,43.469997,164.7992,14.772499,Flood
"DatetimeIndex(['2009-07-28 18:00:00+00:00'], dtype='datetime64[ns, UTC]', freq='D')",2009-07-29,2009-07-29,63.0,27.35,25.9,26.583336,42.600002,42.600002,27.86921,41.399998,217.89877,6.26,Flood
"DatetimeIndex(['2009-12-14 18:00:00+00:00', '2009-12-15 18:00:00+00:00',
               '2009-12-16 18:00:00+00:00', '2009-12-17 18:00:00+00:00',
               '2009-12-18 18:00:00+00:00', '2009-12-19 18:00:00+00:00',
               '2009-12-20 18:00:00+00:00', '2009-12-21 18:00:00+00:00',
               '2009-12-22 18:00:00+00:00', '2009-12-23 18:00:00+00:00',
               '2009-12-24 18:00:00+00:00', '2009-12-25 18:00:00+00:00',
               '2009-12-26 18:00:00+00:00', '2009-12-27 18:00:00+00:00',
               '2009-12-28 18:00:00+00:00', '2009-12-29 18:00:00+00:00',
               '2009-12-30 18:00:00+00:00', '2009-12-31 18:00:00+00:00',
               '2010-01-01 18:00:00+00:00', '2010-01-02 18:00:00+00:00',
               '2010-01-03 18:00:00+00:00', '2010-01-04 18:00:00+00:00',
               '2010-01-05 18:00:00+00:00', '2010-01-06 18:00:00+00:00',
               '2010-01-07 18:00:00+00:00', '2010-01-08 18:00:00+00:00',
               '2010-01-09 18:00:00+00:00', '2010-01-10 18:00:00+00:00',
               '2010-01-11 18:00:00+00:00', '2010-01-12 18:00:00+00:00',
               '2010-01-13 18:00:00+00:00', '2010-01-14 18:00:00+00:00',
               '2010-01-15 18:00:00+00:00', '2010-01-16 18:00:00+00:00',
               '2010-01-17 18:00:00+00:00', '2010-01-18 18:00:00+00:00',
               '2010-01-19 18:00:00+00:00', '2010-01-20 18:00:00+00:00',
               '2010-01-21 18:00:00+00:00', '2010-01-22 18:00:00+00:00',
               '2010-01-23 18:00:00+00:00', '2010-01-24 18:00:00+00:00',
               '2010-01-25 18:00:00+00:00', '2010-01-26 18:00:00+00:00',
               '2010-01-27 18:00:00+00:00', '2010-01-28 18:00:00+00:00',
               '2010-01-29 18:00:00+00:00', '2010-01-30 18:00:00+00:00'],
              dtype='datetime64[ns, UTC]', freq='D')",2009-12-15,2010-01-31,0.6458333,24.50625,16.639584,20.235634,0.0,0.0,15.285113,23.339998,305.55804,16.96375,Extreme temperature 
"DatetimeIndex(['2010-04-30 18:00:00+00:00', '2010-05-01 18:00:00+00:00'], dtype='datetime64[ns, UTC]', freq='D')",2010-05-01,2010-05-02,1.5,31.35,26.075,28.857296,0.0,0.0,14.497551,23.219997,232.43015,24.415,Storm
"DatetimeIndex(['2010-06-23 18:00:00+00:00'], dtype='datetime64[ns, UTC]', freq='D')",2010-06-24,2010-06-24,61.0,30.05,26.25,27.468748,7.499999,7.499999,25.96496,39.239998,148.22505,16.34,Flood
"DatetimeIndex(['2010-09-30 18:00:00+00:00', '2010-10-01 18:00:00+00:00',
               '2010-10-02 18:00:00+00:00', '2010-10-03 18:00:00+00:00',
               '2010-10-04 18:00:00+00:00', '2010-10-05 18:00:00+00:00',
               '2010-10-06 18:00:00+00:00', '2010-10-07 18:00:00+00:00',
               '2010-10-08 18:00:00+00:00', '2010-10-09 18:00:00+00:00',
               '2010-10-10 18:00:00+00:00', '2010-10-11 18:00:00+00:00'],
              dtype='datetime64[ns, UTC]', freq='D')",2010-10-01,2010-10-12,45.416668,29.550001,25.695833,27.329687,23.150002,23.150002,18.454948,30.0,180.06322,12.984166,Flood
"DatetimeIndex(['2010-06-13 18:00:00+00:00', '2010-06-14 18:00:00+00:00'], dtype='datetime64[ns, UTC]', freq='D')",2010-06-14,2010-06-15,64.0,27.125,25.875,26.342707,93.95,93.95,34.698,55.8,198.41992,2.9299998,Landslide
"DatetimeIndex(['2010-04-12 18:00:00+00:00', '2010-04-13 18:00:00+00:00'], dtype='datetime64[ns, UTC]', freq='D')",2010-04-13,2010-04-14,26.5,30.375,26.625,28.340626,0.05,0.05,22.518051,35.82,189.1218,22.900002,Storm
"DatetimeIndex(['2010-04-16 18:00:00+00:00'], dtype='datetime64[ns, UTC]', freq='D')",2010-04-17,2010-04-17,2.0,30.3,26.75,28.356247,0.0,0.0,25.6233,38.519997,194.67932,23.63,Storm
"DatetimeIndex(['2011-07-20 18:00:00+00:00', '2011-07-21 18:00:00+00:00',
               '2011-07-22 18:00:00+00:00', '2011-07-23 18:00:00+00:00',
               '2011-07-24 18:00:00+00:00', '2011-07-25 18:00:00+00:00',
               '2011-07-26 18:00:00+00:00', '2011-07-27 18:00:00+00:00',
               '2011-07-28 18:00:00+00:00'],
              dtype='datetime64[ns, UTC]', freq='D')",2011-07-21,2011-07-29,49.0,28.916666,25.788889,27.22176,12.577777,12.577777,20.980457,33.28,175.2205,16.947777,Flood
"DatetimeIndex(['2011-01-06 18:00:00+00:00', '2011-01-07 18:00:00+00:00',
               '2011-01-08 18:00:00+00:00', '2011-01-09 18:00:00+00:00',
               '2011-01-10 18:00:00+00:00', '2011-01-11 18:00:00+00:00',
               '2011-01-12 18:00:00+00:00', '2011-01-13 18:00:00+00:00',
               '2011-01-14 18:00:00+00:00', '2011-01-15 18:00:00+00:00',
               '2011-01-16 18:00:00+00:00', '2011-01-17 18:00:00+00:00',
               '2011-01-18 18:00:00+00:00', '2011-01-19 18:00:00+00:00',
               '2011-01-20 18:00:00+00:00', '2011-01-21 18:00:00+00:00',
               '2011-01-22 18:00:00+00:00', '2011-01-23 18:00:00+00:00',
               '2011-01-24 18:00:00+00:00', '2011-01-25 18:00:00+00:00',
               '2011-01-26 18:00:00+00:00', '2011-01-27 18:00:00+00:00',
               '2011-01-28 18:00:00+00:00', '2011-01-29 18:00:00+00:00',
               '2011-01-30 18:00:00+00:00', '2011-01-31 18:00:00+00:00',
               '2011-02-01 18:00:00+00:00', '2011-02-02 18:00:00+00:00',
               '2011-02-03 18:00:00+00:00', '2011-02-04 18:00:00+00:00',
               '2011-02-05 18:00:00+00:00', '2011-02-06 18:00:00+00:00',
               '2011-02-07 18:00:00+00:00', '2011-02-08 18:00:00+00:00',
               '2011-02-09 18:00:00+00:00', '2011-02-10 18:00:00+00:00',
               '2011-02-11 18:00:00+00:00', '2011-02-12 18:00:00+00:00',
               '2011-02-13 18:00:00+00:00', '2011-02-14 18:00:00+00:00',
               '2011-02-15 18:00:00+00:00', '2011-02-16 18:00:00+00:00',
               '2011-02-17 18:00:00+00:00', '2011-02-18 18:00:00+00:00',
               '2011-02-19 18:00:00+00:00'],
              dtype='datetime64[ns, UTC]', freq='D')",2011-01-07,2011-02-20,4.177778,25.096666,16.427776,20.589537,0.20666668,0.20666668,14.358941,22.151999,295.6257,18.362223,Extreme temperature 
"DatetimeIndex(['2011-04-03 18:00:00+00:00'], dtype='datetime64[ns, UTC]', freq='D')",2011-04-04,2011-04-04,1.0,29.9,22.55,26.36667,0.0,0.0,15.158522,25.56,241.02191,24.41,Storm
"DatetimeIndex(['2011-07-03 18:00:00+00:00'], dtype='datetime64[ns, UTC]', freq='D')",2011-07-04,2011-07-04,51.0,28.6,24.95,26.570833,1.6000001,1.6000001,25.0064,38.16,162.29773,18.06,Landslide
"DatetimeIndex(['2011-12-12 18:00:00+00:00', '2011-12-13 18:00:00+00:00',
               '2011-12-14 18:00:00+00:00', '2011-12-15 18:00:00+00:00',
               '2011-12-16 18:00:00+00:00', '2011-12-17 18:00:00+00:00'],
              dtype='datetime64[ns, UTC]', freq='D')",2011-12-13,2011-12-18,0.16666667,24.233335,17.133333,20.39757,0.0,0.0,17.081465,26.339998,294.1815,16.53,Extreme temperature 
"DatetimeIndex(['2012-06-23 18:00:00+00:00', '2012-06-24 18:00:00+00:00',
               '2012-06-25 18:00:00+00:00', '2012-06-26 18:00:00+00:00',
               '2012-06-27 18:00:00+00:00', '2012-06-28 18:00:00+00:00',
               '2012-06-29 18:00:00+00:00', '2012-06-30 18:00:00+00:00',
               '2012-07-01 18:00:00+00:00'],
              dtype='datetime64[ns, UTC]', freq='D')",2012-06-24,2012-07-02,58.333332,28.827776,25.766666,27.01713,20.355558,20.355558,27.053177,41.279995,175.37758,14.537777,Flood
"DatetimeIndex(['2012-04-05 18:00:00+00:00'], dtype='datetime64[ns, UTC]', freq='D')",2012-04-06,2012-04-06,51.0,30.3,25.6,27.308332,0.2,0.2,20.545246,33.12,201.85944,17.61,Storm
"DatetimeIndex(['2012-09-20 18:00:00+00:00', '2012-09-21 18:00:00+00:00',
               '2012-09-22 18:00:00+00:00', '2012-09-23 18:00:00+00:00',
               '2012-09-24 18:00:00+00:00', '2012-09-25 18:00:00+00:00',
               '2012-09-26 18:00:00+00:00', '2012-09-27 18:00:00+00:00'],
              dtype='datetime64[ns, UTC]', freq='D')",2012-09-21,2012-09-28,56.75,29.525002,25.53125,27.314323,5.2374997,5.2374997,16.03405,24.434998,182.81526,16.837502,Flood
"DatetimeIndex(['2012-10-09 18:00:00+00:00'], dtype='datetime64[ns, UTC]', freq='D')",2012-10-10,2012-10-10,63.0,27.6,25.65,26.466667,24.199999,24.199999,26.564486,38.16,82.19371,5.69,Storm
"DatetimeIndex(['2013-03-28 18:00:00+00:00', '2013-03-29 18:00:00+00:00'], dtype='datetime64[ns, UTC]', freq='D')",2013-03-29,2013-03-30,26.5,31.45,24.825,28.190624,0.05,0.05,15.342576,25.919998,241.51837,23.005001,Storm
"DatetimeIndex(['2013-03-21 18:00:00+00:00'], dtype='datetime64[ns, UTC]', freq='D')",2013-03-22,2013-03-22,2.0,29.75,23.75,26.345833,0.0,0.0,23.03156,34.92,193.56273,22.43,Storm
"DatetimeIndex(['2013-05-15 18:00:00+00:00'], dtype='datetime64[ns, UTC]', freq='D')",2013-05-16,2013-05-16,55.0,28.35,24.4,26.168749,9.900001,9.900001,48.89908,73.079994,155.87904,5.71,Storm
"DatetimeIndex(['2014-08-10 18:00:00+00:00', '2014-08-11 18:00:00+00:00',
               '2014-08-12 18:00:00+00:00', '2014-08-13 18:00:00+00:00',
               '2014-08-14 18:00:00+00:00', '2014-08-15 18:00:00+00:00',
               '2014-08-16 18:00:00+00:00', '2014-08-17 18:00:00+00:00',
               '2014-08-18 18:00:00+00:00', '2014-08-19 18:00:00+00:00',
               '2014-08-20 18:00:00+00:00', '2014-08-21 18:00:00+00:00',
               '2014-08-22 18:00:00+00:00', '2014-08-23 18:00:00+00:00',
               '2014-08-24 18:00:00+00:00', '2014-08-25 18:00:00+00:00',
               '2014-08-26 18:00:00+00:00', '2014-08-27 18:00:00+00:00',
               '2014-08-28 18:00:00+00:00', '2014-08-29 18:00:00+00:00',
               '2014-08-30 18:00:00+00:00', '2014-08-31 18:00:00+00:00',
               '2014-09-01 18:00:00+00:00', '2014-09-02 18:00:00+00:00',
               '2014-09-03 18:00:00+00:00', '2014-09-04 18:00:00+00:00',
               '2014-09-05 18:00:00+00:00', '2014-09-06 18:00:00+00:00',
               '2014-09-07 18:00:00+00:00', '2014-09-08 18:00:00+00:00',
               '2014-09-09 18:00:00+00:00'],
              dtype='datetime64[ns, UTC]', freq='D')",2014-08-11,2014-09-10,57.0,28.546776,25.517742,26.777355,11.196774,11.196774,23.13996,35.349678,167.36166,14.673548,Flood
"DatetimeIndex(['2014-04-26 18:00:00+00:00', '2014-04-27 18:00:00+00:00'], dtype='datetime64[ns, UTC]', freq='D')",2014-04-27,2014-04-28,1.5,32.8,27.55,29.876041,0.0,0.0,21.898973,34.739998,201.40054,25.475,Storm
"DatetimeIndex(['2014-06-10 18:00:00+00:00'], dtype='datetime64[ns, UTC]', freq='D')",2014-06-11,2014-06-11,51.0,31.2,27.5,29.277084,0.70000005,0.70000005,24.079666,37.079998,175.76535,20.85,Storm
"DatetimeIndex(['2015-03-31 18:00:00+00:00', '2015-04-01 18:00:00+00:00',
               '2015-04-02 18:00:00+00:00', '2015-04-03 18:00:00+00:00',
               '2015-04-04 18:00:00+00:00', '2015-04-05 18:00:00+00:00',
               '2015-04-06 18:00:00+00:00'],
              dtype='datetime64[ns, UTC]', freq='D')",2015-04-01,2015-04-07,58.142857,28.550001,23.671429,26.241367,10.300001,10.300001,21.17392,33.37714,191.8856,19.004286,Storm
"DatetimeIndex(['2015-06-22 18:00:00+00:00', '2015-06-23 18:00:00+00:00',
               '2015-06-24 18:00:00+00:00', '2015-06-25 18:00:00+00:00',
               '2015-06-26 18:00:00+00:00', '2015-06-27 18:00:00+00:00',
               '2015-06-28 18:00:00+00:00', '2015-06-29 18:00:00+00:00'],
              dtype='datetime64[ns, UTC]', freq='D')",2015-06-23,2015-06-30,61.75,28.08125,25.925,26.717188,65.5375,65.5375,30.728115,45.854996,192.11954,9.92625,Flood
"DatetimeIndex(['2015-07-24 18:00:00+00:00', '2015-07-25 18:00:00+00:00',
               '2015-07-26 18:00:00+00:00'],
              dtype='datetime64[ns, UTC]', freq='D')",2015-07-25,2015-07-27,64.333336,26.616667,24.949999,25.736803,108.833336,108.833336,39.4953,56.399998,167.20271,5.7533336,Flood
"DatetimeIndex(['2015-07-28 18:00:00+00:00', '2015-07-29 18:00:00+00:00'], dtype='datetime64[ns, UTC]', freq='D')",2015-07-29,2015-07-30,64.0,26.125,24.975,25.494793,54.550003,54.550003,36.307373,56.879997,105.8832,5.7349997,Storm
